YYYYMM,SMALL LoAC,ME1 AC2,ME1 AC3,ME1 AC4,SMALL HiAC,ME2 AC1,ME2 AC2,ME2 AC3,ME2 AC4,ME2 AC5,ME3 AC1,ME3 AC2,ME3 AC3,ME3 AC4,ME3 AC5,ME4 AC1,ME4 AC2,ME4 AC3,ME4 AC4,ME4 AC5,BIG LoAC,ME5 AC2,ME5 AC3,ME5 AC4,BIG HiAC
198809,1.4984,4.0271,0.4427,3.791,1.4954,3.8718,3.3842,3.4482,1.6195,0.9104,3.9834,3.6593,2.2626,2.8788,1.5583,2.1069,2.8975,4.1157,3.3249,2.6859,4.7057,3.4025,5.2233,3.4921,6.2284
198810,-1.1437,-2.8586,-2.9789,-2.0798,-2.6854,-1.2222,0.2268,-1.9638,-1.3121,-1.2646,-1.3918,0.3116,0.6804,0.0386,1.7748,0.1874,0.4021,0.4892,0.9491,0.7999,5.1888,3.664,1.9061,3.6964,2.7449
198811,-4.6421,-2.862,-3.3897,-4.5918,-4.4937,-2.6864,-3.8835,-4.2154,-2.5729,-4.3564,-0.9747,-4.8459,-2.8216,-0.7686,-2.8733,-0.5605,-1.972,-1.6578,-2.6682,-2.2862,1.5194,-0.6408,-1.5314,-2.5047,-1.808
198812,3.9373,4.2229,3.4741,3.4748,3.0262,5.8912,4.2757,4.3145,4.3711,4.5596,5.0036,5.6689,3.2976,3.4584,2.1896,1.9595,3.6362,1.5604,2.7513,4.1299,1.033,1.8073,2.0154,2.8226,2.238
198901,7.1934,3.6297,3.8898,5.2301,5.1626,3.5029,6.8498,4.4073,3.9121,4.6134,5.2614,4.5756,3.653,5.318,6.7806,6.8636,4.5849,3.8402,6.0314,5.0767,6.6245,7.1156,6.9988,7.5085,6.1964
198902,0.4704,0.4868,1.7632,-0.619,0.0169,0.8587,1.1688,0.8997,2.291,1.595,-0.0621,0.1932,0.0919,1.2302,0.5461,0.7272,-0.9579,-0.6714,-0.3544,0.8547,-1.0995,-2.8944,-2.4142,-3.506,-4.0153
198903,2.6651,4.2764,3.763,2.1552,2.7538,4.532,2.6347,1.9841,1.549,2.4163,3.8029,0.856,0.1207,1.4018,3.7602,0.3593,2.6105,-0.33,-0.0777,1.3114,2.0471,2.4247,3.6625,-1.3618,1.4487
198904,3.6588,5.0718,2.2155,2.1081,2.6383,4.9985,4.6247,3.8324,6.0917,4.4811,5.235,5.0471,4.364,3.2288,4.9265,6.7825,3.8452,5.0916,6.1188,5.3549,4.7859,4.6599,6.27,4.9729,4.271
198905,4.1071,3.1481,4.281,2.7467,3.8546,5.9934,4.074,1.3655,3.4839,3.6396,6.0947,5.3356,4.9487,5.4703,4.5085,4.7892,2.5025,5.0015,3.5451,4.0984,6.2213,3.7059,4.9857,2.0125,3.7042
198906,-2.2541,-1.1961,-0.1539,-1.2722,-1.8224,-2.0788,-1.7708,-3.1452,-0.7543,-3.8235,-2.7377,-0.5785,0.0347,-2.8158,-3.2109,0.5549,-0.3142,0.3232,-1.7958,-0.3953,-1.6646,0.1232,-0.7011,-1.6879,1.4742
198907,3.676,3.9999,3.8555,2.9308,1.6293,4.7543,4.0121,4.3375,3.481,5.5159,4.6511,4.3567,3.2297,6.2609,4.5945,9.5289,7.28,7.1746,7.5365,4.9824,9.7225,8.398,9.3772,8.9631,6.6766
198908,1.2028,1.1022,2.5137,1.6918,0.973,4.1203,3.1617,2.4657,3.5492,3.7337,3.9351,2.9706,1.6703,2.7025,0.8117,2.0787,2.5623,3.0295,4.8003,5.5893,3.0407,0.6972,1.4812,2.07,2.3331
198909,-0.2728,1.2141,0.7174,1.2073,-1.1667,-1.4644,1.6637,1.749,1.2026,2.0752,1.1326,0.262,-1.5599,0.9423,-2.2115,-1.4188,-2.8077,-1.4065,-1.5538,-0.4306,-0.5055,1.4405,-0.0209,-0.2355,-2.1246
198910,-6.3992,-3.8545,-4.0122,-5.2353,-6.4763,-7.0569,-1.9572,-5.036,-5.1294,-8.3541,-6.9447,-2.5971,-5.2812,-3.8183,-6.9085,-4.1935,-3.892,-4.9834,-3.4472,-2.7179,-5.0773,-0.1166,-0.6402,-3.3362,-1.8024
198911,-0.5734,0.2994,0.7206,0.0178,-1.771,3.4291,1.7943,1.4866,0.8728,-0.2756,3.24,1.3969,1.4876,3.1653,-0.3277,1.3929,4.0732,2.613,0.9536,-1.0718,0.9132,2.8407,2.8798,1.6275,0.4752
198912,-1.4321,0.8982,-0.2446,1.3502,-1.8263,0.4968,2.7149,2.2896,1.5709,-0.232,1.6538,1.4383,2.5009,-0.1885,-0.5884,2.1693,3.2518,2.7348,1.7072,3.0054,1.7701,5.2,3.5797,1.3403,1.8147
199001,-6.641,-6.5482,-7.9202,-7.5087,-6.934,-9.7815,-8.8588,-8.2603,-8.4532,-8.512,-8.6235,-10.4803,-8.195,-6.0856,-8.7444,-8.4372,-7.5736,-7.4562,-5.1086,-6.602,-8.6681,-7.1058,-7.1581,-5.7319,-4.1362
199002,2.4711,2.8114,1.975,3.2358,0.5852,4.9991,3.5996,2.516,2.2937,3.3542,0.7118,2.9691,3.2554,3.475,3.0075,2.6288,1.336,-0.5252,2.5096,4.7464,4.1844,0.0486,0.6053,1.6456,1.7979
199003,2.771,2.577,3.0332,3.8019,3.5071,5.0079,3.4815,4.6582,5.1383,6.1502,5.6443,1.5329,3.5208,3.0106,4.9858,1.3253,2.8147,4.6972,3.4012,4.7274,4.2486,2.216,2.1989,3.5097,3.8588
199004,-1.7089,-2.9844,-3.5988,-2.3891,-1.9837,-5.2043,-4.53,-1.6941,-2.9398,-2.3067,-3.7948,-4.4632,-1.4378,-2.7541,-2.7592,-5.2237,-3.4543,-5.2853,-4.4109,-2.7651,-3.7478,-1.7506,-1.6595,-1.9693,-0.8341
199005,7.2021,4.2936,6.7909,6.4731,6.1755,10.3661,8.2832,7.98,7.1113,10.1026,8.5707,6.79,8.9644,8.2913,10.3907,7.7592,8.0026,8.5405,9.3776,10.6101,12.6652,8.9771,9.4969,9.6541,9.3127
199006,0.8344,2.2259,1.7744,2.3184,0.5033,1.5156,-0.9023,0.6043,0.4151,-0.1565,0.7402,-0.55,0.3543,1.5531,1.6611,-1.7632,-0.4296,-0.114,-0.252,-4.0099,-0.7803,-0.2239,-0.2558,-2.1357,1.6435
199007,-3.4864,-4.08,-2.6483,-2.0404,-5.4267,-3.6073,-3.7353,-2.615,-3.9553,-5.2475,-1.6367,-1.5095,-3.1363,-3.2191,-4.9685,-5.5658,-1.0321,-0.509,-1.0963,-3.519,1.2108,0.4101,1.2994,-0.1602,-4.3151
199008,-14.0309,-12.1808,-10.7829,-12.8279,-16.0431,-14.0067,-10.6607,-10.9938,-14.2083,-15.0163,-11.18,-11.2236,-10.9186,-12.0034,-15.9216,-11.4255,-10.1273,-8.5212,-9.2785,-10.5797,-6.6446,-6.2088,-7.5299,-10.1131,-11.2625
199009,-9.0868,-6.3343,-6.3257,-8.0738,-10.4419,-7.393,-5.4638,-5.5003,-9.4671,-11.2876,-6.3462,-5.011,-4.4783,-6.703,-11.2177,-9.1096,-6.7746,-3.8272,-3.4434,-7.1945,-5.5837,-1.1706,-2.0009,-5.7195,-7.411
199010,-7.0067,-7.767,-5.8931,-6.1341,-6.0185,-4.7498,-6.6852,-4.3367,-5.2974,-7.6187,-6.3774,-1.6765,-2.8266,-3.2092,-5.8125,-1.8749,-1.7016,-0.868,-0.023,-3.6096,1.5345,1.8001,-0.0059,1.4897,-0.832
199011,2.0319,2.5444,6.057,3.9219,3.7514,6.1513,7.096,2.798,6.3973,12.1988,8.527,5.9649,7.2146,10.8664,10.7124,10.0948,8.1843,5.763,7.0729,9.1895,7.79,5.2192,4.6129,6.728,5.6681
199012,0.3378,0.0724,1.6576,1.7842,0.314,2.8502,4.8551,4.506,7.8577,3.9075,5.4746,2.5707,5.7098,2.8184,5.9645,4.9779,4.9202,3.976,3.3291,2.0393,4.4546,1.0929,1.7978,3.2193,2.9754
199101,9.9579,7.9068,8.9563,6.2778,10.6184,10.7377,6.9718,5.2538,8.4552,9.2389,10.1529,6.9028,3.8395,10.1187,8.5488,9.3477,4.6271,2.5864,7.83,8.4677,4.4352,2.0594,2.2903,5.2375,8.8912
199102,13.3267,13.8052,9.2133,12.1584,13.1765,9.4651,10.0647,8.4903,11.0839,10.7542,9.2034,9.2648,8.5528,7.7032,8.1035,9.2393,7.9126,5.32,7.9003,8.7729,7.5241,6.1887,4.2679,7.0977,6.8797
199103,7.6202,9.5543,9.6985,7.25,9.3042,6.7394,2.8666,5.6149,6.1035,6.4772,8.9231,3.1353,4.0709,4.3987,6.1209,3.8231,4.3558,0.6819,4.3194,6.2436,2.7815,0.8295,1.5165,3.9989,3.5696
199104,0.3864,0.1015,-1.5646,1.8114,1.5429,-1.3195,0.9008,-0.1187,0.0613,-1.6215,-1.7192,0.5598,0.6476,-0.2337,-3.968,0.3583,0.7091,0.4695,-1.1192,-0.1788,-1.4753,-1.4308,1.5567,1.4268,1.1325
199105,2.6465,3.5304,4.2652,3.4183,3.0167,5.2974,4.6984,4.3601,4.0251,4.6914,7.3608,2.9698,4.2634,4.1811,5.0199,6.2649,5.1497,2.9092,4.6442,4.6908,5.5838,1.0873,2.4058,4.6883,6.4985
199106,-5.7318,-5.1907,-3.3139,-2.7129,-6.2629,-6.7609,-3.7581,-3.4707,-7.2038,-3.9727,-6.6718,-3.6503,-2.3737,-4.7468,-6.0029,-4.8445,-4.0527,-2.5349,-5.6253,-3.8749,-3.5364,-4.6332,-4.2021,-3.0499,-5.3015
199107,2.9476,3.8313,1.806,2.6439,3.7666,3.9469,3.5522,3.0672,3.8902,3.6668,5.0428,4.3221,4.9678,3.1249,3.8849,3.4523,4.4929,3.9944,3.5285,5.0635,5.767,5.5552,4.2253,4.327,6.4369
199108,1.4566,3.5398,3.2281,3.8942,4.3908,5.8712,3.5542,3.0889,1.1156,4.061,4.9269,3.5641,3.9489,3.3232,5.4396,3.2813,2.2968,1.6928,1.666,2.546,2.338,2.0155,2.0517,2.4846,4.3617
199109,0.7857,0.9886,1.746,0.5566,2.9196,-0.1332,0.9762,2.7541,-0.8818,1.7361,-2.4777,-1.2166,0.9146,-1.3446,-1.1102,-1.488,0.0768,-0.4946,-1.2333,-1.2942,-0.8456,-1.1911,-1.0023,-1.1602,-3.4352
199110,5.6932,4.0469,2.0785,2.7025,4.2497,6.6537,0.3416,0.6553,0.8827,3.0339,0.5136,2.1817,1.798,2.7603,0.1436,1.4289,2.2648,1.6124,1.1734,1.7458,3.1423,1.8574,2.3923,2.2125,-0.1635
199111,-2.2076,-1.9867,-3.5518,-4.3606,-3.3332,-5.3625,-4.2392,-5.5212,-3.6709,-5.2948,-6.9871,-4.877,-2.17,-3.6759,-4.3193,-3.3561,-3.2308,-2.4932,-3.3451,-5.0926,-4.8654,-2.049,-3.4523,-3.5794,-1.1362
199112,4.6345,6.6352,5.3124,4.1596,5.1293,7.8388,7.8383,7.0418,6.579,8.8694,12.9622,9.3155,9.313,11.9824,11.6274,9.4939,8.438,8.3027,12.933,14.8212,9.3929,10.7225,9.7242,11.1886,12.9071
199201,16.6821,11.64,7.327,13.3679,14.0478,8.8455,7.3059,7.7093,4.0296,6.6105,6.6699,3.4126,2.2229,2.1643,6.5921,3.9372,1.7889,0.1646,0.4839,0.9027,-0.7209,-3.9696,-1.206,-2.0705,-3.4984
199202,4.1291,4.1768,3.6041,3.7415,4.6342,3.2929,0.3652,4.0858,2.2063,1.6149,6.0672,3.0228,-2.9623,1.8342,5.2535,1.3632,2.0085,1.5196,0.5984,1.4325,1.8444,-0.8675,0.0333,0.2376,0.7423
199203,-4.0461,-4.9166,-3.3862,-1.7759,-3.8304,-5.7477,-1.6407,-4.4716,-5.0158,-4.2609,-4.3173,-2.3869,-2.8501,-2.0443,-4.3103,-1.3268,-1.0206,-4.0089,-3.4281,-3.8456,-4.2102,-3.2881,-1.9723,-1.5164,-0.6095
199204,-6.6984,-5.5348,-5.9805,-2.3525,-7.4262,-4.7091,-4.828,-3.4435,-3.3207,-4.2537,-4.5012,-1.5155,-2.137,-2.9424,-2.5343,0.6223,1.6523,2.2859,-1.368,-3.4072,0.3204,4.0478,5.196,2.1004,1.385
199205,-0.9393,-0.3876,0.7055,-0.6666,-0.5874,0.9999,0.5183,0.7311,-0.6442,1.2315,-0.1606,-1.418,0.3445,1.7149,-1.161,0.0407,-0.1306,0.8697,0.467,0.3706,-0.3478,1.0437,0.8793,0.9479,-0.5298
199206,-6.9966,-4.912,-4.7863,-5.781,-7.5959,-4.9353,-3.0128,-5.2097,-3.5167,-7.9032,-5.5102,-1.1436,-3.3784,-5.3987,-3.417,-4.6006,-3.7885,-2.4449,-0.1589,-3.0876,-4.8159,-0.7952,-2.0914,-4.0294,-0.3851
199207,1.033,3.4807,0.5509,2.0486,0.39,4.1838,2.7639,0.4057,5.4567,2.9718,2.6481,5.8916,2.614,6.1549,3.2451,3.4382,3.7716,4.1385,5.3855,4.8378,6.6288,4.9922,4.0812,5.2976,4.2382
199208,-3.9511,-2.7266,-0.6752,-2.5013,-4.1466,-2.8019,-3.3504,-0.6083,-2.0475,-3.1924,-5.8922,-0.8288,-2.098,-1.5113,-2.4813,-5.5117,-2.0339,-0.9933,-1.209,-1.409,-1.4016,-2.563,-1.1162,-0.6711,-2.6712
199209,0.9617,1.1259,2.5142,1.2346,0.5734,3.1254,2.9598,0.9055,3.3049,1.1502,3.8667,1.0281,0.6301,1.5356,2.073,1.7258,2.6019,0.834,2.2401,1.4157,1.7423,-0.6828,-0.1627,1.298,1.865
199210,2.3289,2.2451,2.5393,2.6606,2.8599,5.5429,2.6867,1.535,2.6912,4.3529,3.1166,2.8455,2.8719,2.7757,2.3498,0.4189,2.7836,1.2394,3.3728,3.0768,2.1532,1.317,-0.7171,0.9667,3.2386
199211,9.6879,9.5928,8.6427,9.1893,8.9663,7.2944,7.1568,5.482,8.0948,8.7306,6.2874,6.9516,6.8826,5.5064,9.6859,6.826,4.2315,2.2589,3.9534,5.8061,2.4288,2.1059,1.6847,3.0057,4.1977
199212,4.391,4.4117,2.8935,3.1886,1.6998,6.2111,0.9356,1.6768,1.9073,2.2147,7.5197,-0.0477,4.5607,2.6411,1.5311,5.2803,1.2419,3.4191,2.1402,0.605,-0.6831,0.7051,-0.0711,0.9194,2.027
199301,6.5585,5.3438,2.4954,2.8198,5.0626,3.0502,2.5062,2.4972,1.9209,1.7458,3.3757,3.4894,-0.5605,0.5233,0.2237,2.6665,2.5509,3.0408,1.4875,0.0062,0.2601,-0.4952,0.5353,-1.3159,-1.4017
199302,-3.0863,-3.2219,-1.3239,-2.8472,-6.2437,-2.8301,-0.9713,-3.4167,-3.3638,-6.1448,-0.8819,-2.6853,0.5681,-1.2322,-5.3617,-0.215,1.1773,2.2063,-1.8174,-4.0409,-1.6293,1.6684,3.9057,1.0557,-0.4953
199303,2.2189,3.7178,1.6966,3.0264,1.3538,2.403,2.4208,1.3417,1.2197,1.8618,4.0484,4.1131,3.4408,2.7646,5.6677,4.2704,2.3292,3.6128,2.6036,4.2182,0.54,2.2879,1.882,1.4044,1.1762
199304,-3.3913,-3.8104,-2.8305,-2.8851,-2.5218,-2.0291,-2.9431,-0.5203,-3.9609,-1.6628,-1.2766,-3.1148,-2.5865,-0.3121,-4.4996,-2.5992,-2.7631,-2.7967,-2.0137,-1.617,-1.8747,-1.2424,-1.5399,-3.3977,-4.3048
199305,5.4543,5.2598,4.3104,4.1555,5.1901,5.7716,4.7584,5.5537,4.1823,7.604,7.3052,4.6925,3.9368,7.1809,7.3064,4.8393,2.3447,4.0736,4.7579,6.0708,3.234,2.7592,1.9647,2.3835,4.9915
199306,-0.0096,-1.2372,2.4092,-1.1933,-0.0908,1.1553,-0.0136,2.157,-1.9183,1.3963,2.7305,0.5104,-1.0907,-0.2858,-1.0453,3.9939,0.6397,0.3357,0.1214,0.1449,0.1054,-1.0622,0.0799,-1.1001,-1.3118
199307,0.1699,-1.1162,0.9348,1.0957,-0.1382,1.4308,-0.744,0.8761,0.6288,0.2363,0.6113,-0.1142,-0.1883,0.418,-2.0137,-1.9559,0.013,0.1629,-0.357,-1.5466,0.5342,-0.9572,-0.1301,-2.3422,-2.7333
199308,3.5795,2.7655,3.4677,4.6859,4.0674,4.9387,3.9521,4.2841,3.3037,4.667,5.3062,3.5306,3.8909,3.8742,4.1104,4.1162,4.8029,1.867,6.2951,8.0759,3.4992,3.62,5.2581,3.7889,2.2218
199309,3.3794,2.2509,3.3618,3.3429,2.0777,3.2221,2.7761,2.6254,3.5432,1.8726,1.8647,1.5694,0.9429,1.4408,1.2626,1.0935,-0.5997,-0.2955,-0.4373,-0.4896,-0.0464,0.0119,-0.8683,-0.8089,-2.6194
199310,5.1383,4.1339,4.4607,4.3695,4.5576,1.8572,3.2575,2.9637,2.6619,3.748,0.6641,2.7545,1.9024,0.1527,2.3814,1.3917,-0.8197,0.549,2.7792,3.9144,3.1356,3.7933,0.9707,1.5502,1.5127
199311,-1.945,-2.4278,-1.5501,-2.38,-4.0814,-2.3735,-2.2015,-3.1592,-2.6212,-3.2104,-1.6665,-3.7697,-2.2995,-1.3817,0.26,-2.0827,-2.1423,-1.5048,-2.835,-0.7142,0.7338,-0.0807,-2.5861,-0.4235,0.7505
199312,0.5508,1.3592,0.6538,2.1023,0.5871,1.8205,2.6169,4.2621,5.2623,2.5735,3.9246,4.8891,5.2378,3.8775,5.2293,5.0645,4.6292,3.3397,3.2758,4.1835,2.3463,0.9477,1.2791,0.807,-3.8047
199401,4.8493,5.1206,4.0332,4.4999,5.5452,4.4668,2.1966,2.4322,2.312,2.4816,4.099,2.2223,1.7253,2.5107,4.6572,2.3261,2.1441,3.1683,3.9552,2.7361,3.2453,2.2625,1.8656,1.7731,4.4592
199402,-1.4526,0.484,-0.1097,0.0922,-0.8494,3.1987,-1.6799,0.5604,-1.0751,-0.9726,0.29,-0.3702,0.0787,1.3187,0.3502,0.1722,-1.1939,-0.6538,-0.0879,-3.0963,-1.201,-1.7082,-2.8232,-3.0778,-1.6009
199403,-5.5377,-4.2402,-4.8771,-5.7309,-5.849,-5.1609,-6.4109,-4.7897,-6.7544,-7.7256,-4.8172,-6.2131,-4.554,-6.0633,-5.9738,-3.9535,-5.2561,-4.7703,-3.9543,-5.9508,-4.3084,-2.9367,-3.7834,-3.8246,-4.8192
199404,-1.8038,-0.9081,0.1373,-2.4475,-2.2089,1.1045,0.4504,-0.9948,1.6525,0.3498,0.1522,0.3479,0.5212,0.0857,-0.737,0.7014,0.8849,0.7941,0.8657,-0.4426,-0.1725,1.4384,1.5164,1.1459,0.7855
199405,-2.6019,-1.7802,-0.4678,-0.4865,-2.1427,-1.344,-1.3611,-3.5509,-3.9219,-0.5398,-4.0856,-2.3255,-0.4914,-1.1933,-0.9909,-5.6814,-0.3933,-1.4595,-0.5598,0.5723,1.6737,3.2314,0.2074,1.0619,1.1015
199406,-4.9913,-4.0023,-4.7744,-3.5654,-5.498,-4.924,-1.1665,-3.7817,-3.195,-4.5208,-3.9791,-2.3938,-0.9549,-2.0154,-3.5542,-4.9862,-2.4231,-3.3809,-1.3701,-5.0157,-2.5373,-2.3413,-1.639,-3.3194,-1.6988
199407,1.8778,-0.361,-0.0539,1.2203,0.2144,2.1006,2.4884,1.4977,2.3836,1.5505,3.4993,3.7792,3.3526,1.0996,2.6052,2.2394,5.4724,3.6722,2.2189,4.9576,3.5373,2.7971,2.9004,3.8926,1.8502
199408,3.4938,5.6433,4.359,1.7819,3.6496,6.8631,4.9455,7.038,6.3818,6.5296,8.0395,7.4599,5.235,6.427,8.2839,5.5522,4.0026,4.8528,5.8649,6.4615,8.1259,4.3715,3.0855,4.5025,4.5281
199409,2.613,1.4036,1.3312,1.2713,1.5958,1.6219,0.747,0.1232,0.1139,-1.629,1.3997,-0.3023,-0.4885,-0.9985,-1.1028,0.5093,-2.1653,-1.3725,-1.9744,-0.8082,-0.6652,-0.8596,-2.6911,-1.9826,-2.9615
199410,1.263,0.0336,0.565,0.8072,0.1859,-0.1094,0.3027,1.4293,1.4264,1.2178,2.2186,2.5029,1.1915,2.1369,-0.5291,0.4629,-0.7581,1.998,0.9047,1.5749,2.1044,3.2732,3.1119,2.4354,3.0345
199411,-3.2249,-3.9639,-2.7294,-0.9705,-3.7026,-3.5837,-3.5956,-2.5678,-3.2474,-2.8709,-4.1287,-5.6732,-4.1824,-3.7612,-4.8916,-4.8367,-4.2173,-2.3873,-3.212,-3.1216,-4.2952,-2.1952,-3.2355,-2.682,-3.5695
199412,-0.7844,-2.0062,-0.1273,-1.9423,-1.9639,0.8463,2.8436,2.9428,2.8776,1.6703,2.4967,3.3093,4.0638,1.9631,-0.1446,0.508,2.2712,0.4982,1.9188,0.1638,1.0976,0.6804,1.1354,1.8784,-0.3832
199501,0.8589,3.7383,2.0897,2.2701,1.3094,-2.6526,0.0679,-1.2029,-1.2937,-1.5758,-2.3939,-0.4874,-0.867,0.1307,-2.7998,0.3407,0.9045,2.355,1.1173,-1.193,3.0584,3.4023,3.4021,1.0661,1.5469
199502,2.2934,2.9709,1.4264,2.2115,3.2331,5.676,3.021,2.6506,2.6001,4.7029,5.2891,3.8052,5.6604,5.9124,3.0491,4.918,4.3283,4.1584,3.3763,3.7696,3.0108,3.6258,2.6,3.7121,4.3711
199503,0.9332,0.6731,0.6771,2.068,1.2821,4.2602,3.6852,0.8415,3.4489,3.2407,4.6346,3.0546,1.5037,1.9772,3.5488,2.5864,3.4313,1.5431,3.8039,2.1128,2.9749,2.7267,3.232,3.4435,4.4644
199504,3.4422,3.8325,2.9485,3.261,2.4652,1.5072,1.0756,2.2825,0.9624,2.8789,-0.9512,3.0169,2.7841,3.3943,-0.4109,1.34,1.6525,0.7062,1.842,2.6238,1.9127,3.0382,3.1162,3.7,1.6862
199505,1.9033,3.5565,2.7036,0.5572,1.5951,2.0498,1.9891,-0.0999,1.0996,0.2718,2.8516,1.2367,1.4937,0.419,1.2619,2.4082,2.1709,2.9286,2.1763,1.4226,2.3681,4.0594,3.1871,4.0046,2.4959
199506,7.9868,6.5568,6.6511,7.8452,6.0141,7.6134,5.5321,5.088,4.562,8.2795,3.1753,4.1393,4.4795,5.6364,3.8278,3.2693,3.4643,2.941,4.7813,7.9431,2.3482,1.353,2.7046,3.3222,5.9688
199507,6.599,6.502,4.0819,5.4745,6.5992,5.6508,4.5223,6.1102,6.2902,9.1145,5.4779,5.7935,4.1132,6.2179,8.5547,7.8557,5.1364,5.7223,3.533,7.7644,2.9756,2.6355,4.7113,2.6359,4.9799
199508,5.2847,5.319,4.101,4.1826,3.0271,1.7925,3.3148,0.4891,0.189,0.0028,-0.9715,2.058,0.8222,2.4039,-0.1884,-1.2323,2.0029,1.8554,0.0805,0.1256,-0.1541,0.0155,-1.0503,0.721,-2.3675
199509,2.8988,2.7757,2.54,0.7289,2.5898,1.969,0.7832,2.4272,1.9741,0.651,1.1954,2.2716,1.6254,0.0133,2.2705,4.9976,2.3931,0.5739,3.9709,-0.4574,4.6788,5.3657,2.4387,4.6867,1.4389
199510,-5.6283,-5.3821,-5.9837,-4.5641,-6.1572,-6.3415,-6.617,-5.0332,-6.1018,-9.3517,-3.2274,-3.9852,-3.6618,-1.9067,-6.1922,1.0052,-2.8866,-2.6724,-2.535,-4.2583,0.7314,2.7785,1.6702,-0.6092,-5.7423
199511,2.143,2.0436,0.6246,1.7712,1.882,6.758,2.7223,5.2099,5.5082,4.3323,1.3602,7.7529,5.128,4.6853,5.1609,5.8299,4.4898,3.7399,2.5813,3.9897,6.8228,3.0287,3.1585,3.2564,4.8206
199512,2.0501,3.343,5.1022,0.8811,0.7126,2.9825,1.5185,4.7516,3.9276,1.0937,2.6998,1.7162,1.3941,1.4018,2.2278,-1.2432,1.176,-0.3576,-0.3839,-1.171,2.6115,2.9062,1.701,0.0595,-2.3284
199601,1.9387,2.0506,0.4236,1.8156,0.047,0.7125,-0.302,0.5956,-0.6009,-0.8904,-0.8702,-1.1798,0.3602,-2.0137,0.1373,-0.2852,1.3438,2.5719,4.1362,0.7932,4.8031,2.7724,4.3912,3.0408,-2.1101
199602,5.0355,3.3024,1.2646,4.8804,3.1395,3.5512,1.927,3.0963,4.3132,4.6207,4.7971,5.6217,3.3612,2.6385,5.1941,4.9817,0.5358,1.1281,3.6699,2.9708,0.0822,0.4015,1.7555,0.6427,2.6346
199603,3.2226,0.844,2.4135,5.112,4.2275,1.1164,2.2412,2.6224,2.2975,2.1447,0.8721,3.8982,2.5959,0.8069,4.6814,2.2583,2.5222,1.015,-1.2975,2.0375,-0.3437,0.7765,0.3725,1.4907,1.2777
199604,9.8849,7.6476,5.9324,8.9993,10.8905,7.1551,6.42,6.9528,11.3023,8.0016,2.9613,3.5699,3.9727,5.1745,6.3858,6.8137,3.8795,1.0143,5.5299,5.1018,1.735,1.2018,1.6148,2.5328,3.8997
199605,8.079,7.1004,6.141,8.5578,9.6417,4.8576,5.2452,3.2129,8.7444,5.7709,2.5898,4.165,0.3887,3.0422,4.0329,2.3347,-0.3247,1.8628,1.7988,1.7478,2.275,2.9024,1.3757,2.8562,3.9829
199606,-4.7551,-4.0624,-7.0613,-5.1205,-7.5287,-5.1184,-3.8082,-0.2129,-5.8036,-7.4737,-5.1328,-2.9526,-1.813,-4.9684,-6.524,-5.3159,-0.5243,-1.9072,-0.6862,-3.0903,-0.0513,2.1992,-0.124,-0.0385,-1.9361
199607,-10.574,-8.1002,-10.0171,-9.9869,-10.9158,-11.3812,-9.2775,-10.9866,-11.8058,-12.1574,-9.4695,-10.3134,-7.2311,-8.574,-10.4685,-7.3305,-7.0451,-5.6528,-6.0469,-10.1517,-9.7938,-4.6028,-4.7039,-2.5077,-8.3342
199608,3.6504,4.9026,5.4724,5.0687,3.2679,5.722,6.0025,5.5179,5.7898,6.0309,8.5472,6.3839,5.5736,7.6972,5.9936,3.9359,4.9245,5.1732,5.9128,7.0365,2.3079,1.6511,2.2198,2.8958,0.7472
199609,2.7533,1.2129,2.6709,3.0162,3.049,4.4218,4.1708,3.1687,3.5094,4.0586,6.7019,2.2874,4.6729,4.5487,6.1624,4.8772,3.6511,4.0093,5.723,3.0511,4.5428,5.0544,4.4105,7.7232,8.6283
199610,-4.2718,-1.5935,-0.219,-2.3205,-2.8265,-1.5152,-1.038,-1.0325,-2.2173,-3.7013,-3.7182,-1.627,-0.9454,-4.1671,-3.9289,-1.5495,2.1365,-1.7413,-0.3262,-2.6197,-1.4888,3.0068,0.6585,2.7742,-3.283
199611,3.1205,2.3718,2.2229,2.193,1.4894,1.7612,3.3794,4.9152,1.4386,3.1334,1.6044,3.3854,4.4726,5.5036,5.7012,7.045,5.5753,4.6817,4.8468,6.36,8.5763,5.9586,6.3799,8.3364,9.5489
199612,0.7759,2.1368,2.2387,1.9125,-0.5223,1.8969,3.1845,1.7483,2.1762,2.4837,-0.6625,1.4419,1.4828,0.0914,0.6596,-1.2349,-0.0666,-0.9335,0.2154,-2.9938,0.1236,-1.0222,-1.1834,-2.9414,-3.6307
199701,4.8441,3.8292,4.8789,5.8299,6.3078,3.559,2.3587,3.7178,2.2664,1.8382,-0.2177,0.8704,0.3447,3.7505,4.5291,1.7291,4.6759,1.7215,3.7304,2.5842,2.4561,8.2852,4.2876,8.2663,3.9874
199702,-3.3838,-3.3408,-4.331,-4.8585,-3.443,-5.3878,-4.6625,-3.069,-4.6895,-5.0094,-3.8329,-3.7008,0.479,-2.4002,-5.4547,-3.7745,-1.9697,1.9706,-1.5302,-1.1455,0.6293,-0.6494,1.1416,-2.6859,2.8395
